city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
city_123,0.738,Male,No relevent experience,Full time course,Masters,STEM,4,Not Applicable,Not Applicable,never,28
city_9,0.743,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,Not Applicable,Not Applicable,1,48
city_82,0.693,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,3,216
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,Not Applicable,Not Applicable,3,7
city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,2,85
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,never,107
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,29
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,12
city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,2,12
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,34
city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Not Applicable,2,140
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,4,51
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,70
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,46
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,1,60
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,62
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Public Sector,3,58
city_160,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Public Sector,3,24
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,33
city_126,0.479,Male,Has relevent experience,Part time course,Graduate,STEM,2,Not Applicable,Not Applicable,2,26
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,85
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Funded Startup,1,76
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,92
city_40,0.7759999999999999,Unknown,No relevent experience,Full time course,Masters,STEM,6,Not Applicable,Not Applicable,1,90
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,2,75
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,103
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,18,<10,Early Stage Startup,4,206
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Not Applicable,>4,13
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,55
city_141,0.763,Male,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,28
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Not Applicable,1,9
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,144
city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,100
city_114,0.926,Male,Has relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,16
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,10
city_116,0.743,Unknown,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,NGO,1,166
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,304
city_75,0.939,Unknown,Has relevent experience,Part time course,Masters,STEM,6,10000+,Pvt Ltd,2,10
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,5000-9999,Pvt Ltd,never,48
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,5,10000+,Pvt Ltd,4,17
city_176,0.764,Unknown,No relevent experience,no_enrollment,Primary School,,<1,Not Applicable,Not Applicable,never,94
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,never,36
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,116
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,85
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,44
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Early Stage Startup,1,79
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Not Applicable,1,91
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,2
city_11,0.55,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Not Applicable,Not Applicable,,40
city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,100-500,Public Sector,>4,12
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,3,102
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,190
city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,13,<10,Not Applicable,2,105
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,2,7
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,3,122
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,Other,2,Not Applicable,Pvt Ltd,2,62
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,9
city_116,0.743,Unknown,No relevent experience,no_enrollment,Graduate,STEM,5,Not Applicable,Not Applicable,never,84
city_67,0.855,Male,No relevent experience,no_enrollment,Primary School,,7,Not Applicable,Not Applicable,never,111
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,1,25
city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,7,Not Applicable,Not Applicable,4,21
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,20
city_105,0.794,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Public Sector,2,2
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,2,22
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,8,Not Applicable,Not Applicable,1,7
city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,15,100-500,Pvt Ltd,3,20
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,36
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,3,59
city_158,0.7659999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,,33
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Not Applicable,Not Applicable,3,70
city_83,0.923,Male,No relevent experience,Full time course,High School,,6,Not Applicable,Not Applicable,1,29
city_106,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Not Applicable,Not Applicable,2,101
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,75
city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,18,100-500,NGO,1,25
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,>4,111
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,No Major,>20,50-99,Pvt Ltd,1,54
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,>4,260
city_74,0.579,Unknown,No relevent experience,Full time course,Graduate,STEM,6,Not Applicable,Pvt Ltd,never,56
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Pvt Ltd,>4,176
city_114,0.926,Unknown,No relevent experience,Full time course,High School,,8,Not Applicable,Not Applicable,never,22
city_160,0.92,Female,No relevent experience,Full time course,Phd,STEM,10,Not Applicable,Not Applicable,1,24
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Not Applicable,1,16
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,16,Not Applicable,Pvt Ltd,>4,103
city_16,0.91,Unknown,No relevent experience,no_enrollment,Masters,Business Degree,<1,5000-9999,Pvt Ltd,1,86
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,3,88
city_23,0.899,Female,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,98
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,never,66
city_159,0.843,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10/49,Funded Startup,1,76
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,Not Applicable,Not Applicable,1,136
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,332
city_21,0.624,Unknown,Has relevent experience,no_enrollment,High School,,6,Not Applicable,Not Applicable,1,85
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,>4,12
city_89,0.925,Unknown,No relevent experience,Full time course,High School,,5,Not Applicable,Not Applicable,1,31
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,31
city_136,0.897,Unknown,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Not Applicable,1,20
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,25
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,37
city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Funded Startup,1,55
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,1,39
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Funded Startup,4,110
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,>4,50
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,49
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,2,107
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,2,109
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,>4,80
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,14,10/49,Pvt Ltd,1,47
city_91,0.691,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,1,48
city_67,0.855,Unknown,No relevent experience,no_enrollment,High School,,3,Not Applicable,Not Applicable,never,70
city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Not Applicable,2,332
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,1,3
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,90
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,1000-4999,Pvt Ltd,4,44
city_114,0.926,Unknown,No relevent experience,Full time course,High School,,6,10000+,Not Applicable,,98
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,Not Applicable,Not Applicable,1,232
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,56
city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,78
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,2,45
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,never,17
city_103,0.92,Male,No relevent experience,no_enrollment,,,4,Not Applicable,Pvt Ltd,never,86
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,3,66
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,19,Not Applicable,Not Applicable,1,32
city_160,0.92,Male,Has relevent experience,no_enrollment,,,19,<10,Pvt Ltd,1,35
city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,3
city_162,0.767,Male,Has relevent experience,,Graduate,STEM,7,50-99,Not Applicable,1,91
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Pvt Ltd,4,83
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,54
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,65
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Not Applicable,3,7
city_115,0.789,Male,Has relevent experience,Part time course,Masters,STEM,11,10/49,Pvt Ltd,3,47
city_28,0.939,Unknown,No relevent experience,Full time course,High School,,9,Not Applicable,Not Applicable,never,80
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,16,100-500,Public Sector,1,4
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,24
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,26
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,38
city_65,0.802,Unknown,Has relevent experience,no_enrollment,Phd,STEM,17,50-99,Pvt Ltd,>4,41
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,>4,200
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,3,15
city_61,0.913,Male,No relevent experience,Full time course,High School,,5,10/49,Not Applicable,1,36
city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,Pvt Ltd,never,82
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Public Sector,4,74
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Not Applicable,Not Applicable,2,61
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,27
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,4,146
city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,2,4
city_160,0.92,Female,Has relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,50
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,1,86
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,>4,37
city_102,0.804,Unknown,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,1,192
city_133,0.742,Male,No relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,8
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Not Applicable,1,17
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,42
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,1,224
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,32
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,1,30
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,3,105
city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Early Stage Startup,never,81
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,3,90
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,100-500,Pvt Ltd,1,200
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,2,21
city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Not Applicable,1,14
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,130
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,never,60
city_45,0.89,Unknown,No relevent experience,Full time course,High School,,3,Not Applicable,Not Applicable,never,22
city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,105
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,86
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,51
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Not Applicable,>4,228
city_103,0.92,Unknown,Has relevent experience,Part time course,Graduate,STEM,14,Not Applicable,Not Applicable,4,74
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,129
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,83
city_46,0.762,Male,Has relevent experience,Part time course,Masters,STEM,10,10000+,Pvt Ltd,>4,3
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,27
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,58
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,102
city_159,0.843,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,89
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,9,5000-9999,Pvt Ltd,1,68
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,19,500-999,Pvt Ltd,1,38
city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Not Applicable,Not Applicable,1,18
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,never,18
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,121
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,26
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,10000+,Pvt Ltd,1,23
city_103,0.92,Male,No relevent experience,Full time course,High School,,7,10/49,Pvt Ltd,1,88
city_167,0.921,Unknown,No relevent experience,no_enrollment,Primary School,,6,<10,Pvt Ltd,3,34
city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,26
city_160,0.92,Other,Has relevent experience,Part time course,Graduate,Humanities,8,50-99,NGO,1,306
city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,10,Not Applicable,Pvt Ltd,1,15
city_104,0.924,Unknown,No relevent experience,no_enrollment,,,4,Not Applicable,Not Applicable,never,134
city_76,0.698,Unknown,No relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,2,168
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,25
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,182
city_116,0.743,Unknown,No relevent experience,Full time course,Graduate,Humanities,2,Not Applicable,Not Applicable,never,298
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,2,56
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,13
city_114,0.926,Male,No relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,1,42
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,50-99,Pvt Ltd,2,5
city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Pvt Ltd,1,57
city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Other,8,100-500,NGO,1,91
city_116,0.743,Male,No relevent experience,no_enrollment,,,5,Not Applicable,Not Applicable,1,16
city_150,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,Not Applicable,Not Applicable,1,128
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,58
city_45,0.89,Male,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,194
city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,280
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,61
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,Not Applicable,Not Applicable,>4,106
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,500-999,Pvt Ltd,2,18
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Not Applicable,1,43
city_104,0.924,Unknown,No relevent experience,,,,4,Not Applicable,Not Applicable,2,3
city_136,0.897,Male,No relevent experience,Full time course,High School,,4,Not Applicable,Not Applicable,1,4
city_21,0.624,Male,No relevent experience,Full time course,High School,,3,Not Applicable,Pvt Ltd,never,97
city_114,0.926,Male,Has relevent experience,no_enrollment,,,8,100-500,Pvt Ltd,>4,62
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,55
city_114,0.926,Other,No relevent experience,Full time course,High School,,5,100-500,Public Sector,1,15
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Not Applicable,Not Applicable,2,58
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,20
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,3,33
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,Not Applicable,Not Applicable,never,74
city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,10
city_103,0.92,Female,No relevent experience,no_enrollment,Phd,STEM,6,100-500,Funded Startup,2,40
city_128,0.527,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,Not Applicable,Not Applicable,4,136
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,36
city_93,0.865,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,>4,218
city_114,0.926,Unknown,No relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,2,11
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,10000+,Pvt Ltd,1,51
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,83
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,31
city_114,0.926,Male,No relevent experience,Full time course,High School,,5,Not Applicable,Not Applicable,never,68
city_159,0.843,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,2,112
city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,2,Not Applicable,Not Applicable,1,61
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,56
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,4,34
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,45
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Not Applicable,Not Applicable,1,6
city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,2,90
city_21,0.624,Unknown,Has relevent experience,no_enrollment,,,8,10/49,Pvt Ltd,1,55
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,Other,4,100-500,Pvt Ltd,2,144
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Public Sector,1,47
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,2,48
city_76,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10/49,Early Stage Startup,1,3
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,1,12
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,6
city_128,0.527,Male,No relevent experience,no_enrollment,High School,,4,Not Applicable,Not Applicable,4,27
city_23,0.899,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,4,54
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,20
city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,5,Not Applicable,Not Applicable,1,34
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,>4,15
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,never,40
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Not Applicable,Not Applicable,1,14
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,1,9
city_114,0.926,Unknown,No relevent experience,no_enrollment,High School,,5,500-999,Public Sector,3,43
city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,192
city_90,0.698,Unknown,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,210
city_16,0.91,Female,Has relevent experience,no_enrollment,Phd,STEM,11,Not Applicable,Not Applicable,never,24
city_118,0.722,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,16
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,129
city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,8,<10,Public Sector,4,56
city_103,0.92,Male,No relevent experience,no_enrollment,High School,,10,Not Applicable,Not Applicable,4,50
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,56
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,never,28
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Public Sector,>4,17
city_19,0.682,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11,Not Applicable,Not Applicable,2,45
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,276
