index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datetime
22134,45,management,married,tertiary,no,7154,yes,no,cellular,31,jul,393,3,-1,0,unknown,no,7
22135,45,management,married,tertiary,no,7154,yes,no,cellular,19,nov,93,3,111,3,failure,no,11
22138,26,unemployed,single,secondary,no,1,no,no,telephone,31,jul,14,20,-1,0,unknown,no,7
22139,28,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,22,7,-1,0,unknown,no,7
22140,32,blue-collar,married,primary,no,-105,yes,yes,telephone,31,jul,454,19,-1,0,unknown,no,7
22141,53,services,married,secondary,no,514,yes,no,cellular,31,jul,10,3,-1,0,unknown,no,7
22142,47,management,married,tertiary,no,1493,no,no,cellular,31,jul,89,5,-1,0,unknown,no,7
22143,46,management,married,unknown,no,876,yes,no,cellular,31,jul,11,3,-1,0,unknown,no,7
22144,49,unemployed,married,primary,yes,11,yes,no,telephone,31,jul,166,8,-1,0,unknown,no,7
22145,38,services,married,secondary,no,-361,yes,no,telephone,31,jul,37,33,-1,0,unknown,no,7
22146,40,admin.,married,secondary,no,1412,no,no,cellular,31,jul,48,3,-1,0,unknown,no,7
22147,49,technician,divorced,secondary,no,2677,yes,yes,cellular,31,jul,67,3,-1,0,unknown,no,7
22148,44,blue-collar,divorced,secondary,no,3258,no,no,cellular,31,jul,58,6,-1,0,unknown,no,7
22149,56,technician,married,tertiary,no,1476,no,no,telephone,31,jul,40,3,-1,0,unknown,no,7
22150,37,self-employed,married,tertiary,no,208,yes,no,cellular,31,jul,350,5,-1,0,unknown,no,7
22151,46,management,married,tertiary,no,4879,no,no,cellular,31,jul,195,3,-1,0,unknown,no,7
22152,34,management,married,tertiary,no,714,yes,no,cellular,31,jul,8,27,-1,0,unknown,no,7
22153,34,management,married,tertiary,no,714,yes,no,cellular,21,nov,328,4,113,27,failure,no,11
22154,41,blue-collar,married,primary,no,1256,no,no,cellular,31,jul,74,2,-1,0,unknown,no,7
22155,27,services,single,secondary,no,5850,yes,no,cellular,31,jul,164,3,-1,0,unknown,no,7
22156,36,technician,single,secondary,no,76,yes,no,cellular,31,jul,109,5,-1,0,unknown,no,7
22157,36,technician,single,secondary,no,2921,no,no,telephone,31,jul,55,7,-1,0,unknown,no,7
22158,37,admin.,married,secondary,no,1049,no,no,cellular,31,jul,126,5,-1,0,unknown,no,7
22163,52,services,divorced,secondary,no,0,no,no,cellular,31,jul,530,3,-1,0,unknown,no,7
22169,35,blue-collar,married,secondary,no,-172,yes,no,cellular,31,jul,14,32,-1,0,unknown,no,7
22170,53,management,divorced,tertiary,no,-187,yes,no,cellular,31,jul,27,2,-1,0,unknown,no,7
22171,39,management,single,tertiary,no,572,yes,no,cellular,31,jul,153,20,-1,0,unknown,no,7
22172,40,entrepreneur,married,secondary,no,-125,no,yes,cellular,31,jul,369,5,-1,0,unknown,no,7
22173,32,technician,single,tertiary,no,127,yes,no,cellular,31,jul,88,3,-1,0,unknown,no,7
22174,32,technician,single,tertiary,no,127,yes,no,cellular,27,aug,20,17,-1,0,unknown,no,8
22175,54,services,married,primary,no,198,yes,no,cellular,31,jul,69,3,-1,0,unknown,no,7
22176,36,management,single,tertiary,no,62,no,no,telephone,31,jul,43,34,-1,0,unknown,no,7
22177,41,blue-collar,married,secondary,no,284,yes,no,cellular,31,jul,8,23,-1,0,unknown,no,7
22178,50,management,divorced,tertiary,no,813,yes,no,cellular,31,jul,7,2,-1,0,unknown,no,7
22179,30,services,single,secondary,no,12,no,yes,cellular,31,jul,106,31,-1,0,unknown,no,7
22180,49,management,married,tertiary,no,403,no,no,cellular,31,jul,255,2,-1,0,unknown,no,7
22181,42,technician,married,secondary,no,1812,yes,no,cellular,31,jul,84,2,-1,0,unknown,no,7
22182,51,management,married,tertiary,no,1990,no,no,telephone,31,jul,251,5,-1,0,unknown,no,7
22183,37,self-employed,married,primary,no,67,no,no,cellular,31,jul,138,3,-1,0,unknown,no,7
22184,25,admin.,single,secondary,no,-7,no,yes,cellular,31,jul,30,36,-1,0,unknown,no,7
22185,31,services,single,unknown,no,6145,yes,no,cellular,31,jul,70,13,-1,0,unknown,no,7
22186,42,management,single,tertiary,no,270,yes,no,cellular,31,jul,68,5,-1,0,unknown,no,7
22187,41,management,married,tertiary,no,-499,no,no,cellular,31,jul,21,17,-1,0,unknown,no,7
22188,47,management,divorced,tertiary,no,94,yes,no,cellular,31,jul,9,19,-1,0,unknown,no,7
22189,49,blue-collar,married,secondary,no,969,no,yes,telephone,31,jul,56,9,-1,0,unknown,no,7
22190,46,blue-collar,married,secondary,no,2297,no,no,telephone,31,jul,16,4,-1,0,unknown,no,7
22191,33,blue-collar,married,unknown,no,-923,yes,no,telephone,31,jul,237,9,-1,0,unknown,no,7
22192,33,technician,single,secondary,no,608,no,no,cellular,31,jul,58,4,-1,0,unknown,no,7
22193,34,management,single,tertiary,no,1,no,no,cellular,31,jul,36,6,-1,0,unknown,no,7
22194,34,management,single,tertiary,no,1,no,no,cellular,19,nov,582,1,-1,0,unknown,no,11
22195,45,technician,divorced,secondary,no,72,yes,no,cellular,31,jul,115,5,-1,0,unknown,no,7
22196,37,admin.,married,secondary,no,-426,yes,yes,cellular,31,jul,56,30,-1,0,unknown,no,7
22197,45,admin.,married,secondary,no,-405,no,no,cellular,31,jul,189,3,-1,0,unknown,no,7
22198,58,blue-collar,married,unknown,no,1496,no,no,telephone,31,jul,114,6,-1,0,unknown,no,7
22199,35,management,single,tertiary,no,66,no,no,cellular,31,jul,213,3,-1,0,unknown,no,7
22210,30,self-employed,single,tertiary,no,3137,yes,no,cellular,31,jul,368,7,-1,0,unknown,no,7
22211,44,blue-collar,married,primary,no,292,no,no,cellular,31,jul,99,4,-1,0,unknown,no,7
22212,31,technician,single,secondary,no,4,yes,no,telephone,31,jul,21,24,-1,0,unknown,no,7
22213,31,technician,single,secondary,no,4,yes,no,cellular,20,apr,172,3,-1,0,unknown,no,4
22214,40,blue-collar,married,primary,no,57,yes,no,cellular,31,jul,1007,9,-1,0,unknown,yes,7
22215,42,self-employed,divorced,tertiary,no,5331,no,yes,cellular,31,jul,135,3,-1,0,unknown,no,7
22216,42,self-employed,married,secondary,no,0,no,no,cellular,31,jul,58,36,-1,0,unknown,no,7
22217,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no,8
22218,33,services,married,secondary,no,0,yes,yes,cellular,31,jul,35,29,-1,0,unknown,no,7
22219,33,services,married,secondary,no,0,yes,yes,cellular,7,apr,487,1,-1,0,unknown,no,4
22220,33,services,married,secondary,no,0,yes,yes,cellular,7,may,172,2,-1,0,unknown,no,5
22221,39,technician,single,secondary,no,2,yes,yes,telephone,31,jul,14,29,-1,0,unknown,no,7
22222,35,management,married,tertiary,no,1078,yes,no,cellular,31,jul,48,4,-1,0,unknown,no,7
22223,28,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68,2,-1,0,unknown,no,7
22224,39,blue-collar,single,primary,no,554,no,no,telephone,31,jul,22,5,-1,0,unknown,no,7
22225,48,technician,married,secondary,no,10655,no,no,telephone,31,jul,5,3,-1,0,unknown,no,7
22226,37,self-employed,married,secondary,no,4153,yes,no,cellular,31,jul,35,16,-1,0,unknown,no,7
22227,44,housemaid,married,primary,no,0,no,no,telephone,31,jul,21,38,-1,0,unknown,no,7
22228,44,housemaid,married,primary,no,0,no,no,cellular,20,aug,174,5,-1,0,unknown,no,8
22229,35,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no,7
22230,45,technician,single,unknown,no,1077,yes,no,telephone,31,jul,6,2,-1,0,unknown,no,7
22231,37,unemployed,single,secondary,no,48,no,no,cellular,31,jul,40,10,-1,0,unknown,no,7
22232,59,technician,married,unknown,no,1471,no,no,telephone,31,jul,7,3,-1,0,unknown,no,7
22233,29,self-employed,married,tertiary,no,0,yes,yes,cellular,31,jul,46,28,-1,0,unknown,no,7
22234,36,blue-collar,married,primary,no,856,yes,no,cellular,31,jul,39,10,-1,0,unknown,no,7
22235,41,blue-collar,married,secondary,no,1293,no,no,telephone,31,jul,350,15,-1,0,unknown,no,7
22236,54,self-employed,married,tertiary,no,368,no,no,telephone,31,jul,7,4,-1,0,unknown,no,7
22237,54,self-employed,married,tertiary,no,368,no,no,cellular,18,nov,74,2,110,4,failure,no,11
22238,35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,jul,65,50,-1,0,unknown,no,7
22239,46,technician,married,secondary,no,499,yes,no,cellular,31,jul,37,10,-1,0,unknown,no,7
22240,61,retired,divorced,secondary,no,410,no,yes,cellular,31,jul,470,4,-1,0,unknown,no,7
22241,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,31,jul,124,10,-1,0,unknown,no,7
22242,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,19,nov,141,2,111,10,failure,no,11
22243,34,blue-collar,married,secondary,no,699,yes,yes,cellular,31,jul,576,10,-1,0,unknown,no,7
22244,37,blue-collar,married,secondary,no,298,yes,no,cellular,31,jul,10,6,-1,0,unknown,no,7
22245,31,management,divorced,tertiary,no,-547,yes,yes,cellular,31,jul,101,10,-1,0,unknown,no,7
22246,28,blue-collar,single,primary,no,-30,yes,no,cellular,31,jul,108,5,-1,0,unknown,no,7
22247,35,management,single,secondary,no,2383,yes,no,cellular,31,jul,67,6,-1,0,unknown,no,7
22248,38,admin.,single,secondary,no,902,yes,no,telephone,31,jul,58,13,-1,0,unknown,no,7
22249,54,services,married,secondary,no,812,no,no,cellular,31,jul,113,6,-1,0,unknown,no,7
22250,30,technician,married,tertiary,no,702,no,yes,cellular,31,jul,40,29,-1,0,unknown,no,7
22251,59,retired,married,tertiary,no,2194,yes,no,telephone,31,jul,16,9,-1,0,unknown,no,7
22252,50,blue-collar,divorced,secondary,no,2725,no,no,cellular,31,jul,71,4,-1,0,unknown,no,7
22253,59,admin.,married,secondary,no,4196,no,no,telephone,31,jul,10,2,-1,0,unknown,no,7
22254,42,admin.,married,primary,no,-466,no,yes,telephone,31,jul,94,15,-1,0,unknown,no,7
22255,57,technician,divorced,tertiary,no,0,yes,no,cellular,31,jul,24,16,-1,0,unknown,no,7
22256,44,admin.,married,secondary,no,5181,yes,yes,cellular,31,jul,18,7,-1,0,unknown,no,7
22257,32,services,married,primary,no,-109,yes,no,cellular,31,jul,77,5,-1,0,unknown,no,7
22258,43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no,7
22261,57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25,8,-1,0,unknown,no,7
22262,38,management,single,tertiary,no,1515,yes,no,telephone,31,jul,42,5,-1,0,unknown,no,7
22263,38,management,single,tertiary,no,1515,yes,no,cellular,18,nov,134,1,110,5,failure,no,11
22264,48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,1039,9,-1,0,unknown,yes,7
22269,53,blue-collar,married,primary,no,-294,yes,yes,cellular,31,jul,10,22,-1,0,unknown,no,7
22270,43,management,single,primary,yes,-39,yes,no,cellular,31,jul,9,23,-1,0,unknown,no,7
22271,37,technician,married,tertiary,no,4439,yes,no,cellular,31,jul,70,29,-1,0,unknown,no,7
22272,35,blue-collar,single,unknown,no,2298,no,no,cellular,31,jul,92,4,-1,0,unknown,no,7
22273,42,management,married,secondary,no,372,yes,no,telephone,31,jul,130,8,-1,0,unknown,no,7
22274,43,services,married,secondary,no,642,no,no,cellular,31,jul,644,2,-1,0,unknown,no,7
22275,49,blue-collar,married,primary,no,371,yes,no,cellular,31,jul,18,44,-1,0,unknown,no,7
22276,31,services,single,secondary,no,712,no,no,cellular,31,jul,38,25,-1,0,unknown,no,7
22277,35,services,married,secondary,no,-12,no,no,cellular,31,jul,83,4,-1,0,unknown,no,7
22278,60,retired,divorced,secondary,no,935,no,no,cellular,31,jul,8,17,-1,0,unknown,no,7
22279,54,retired,married,primary,no,235,no,yes,cellular,31,jul,28,5,-1,0,unknown,no,7
22280,54,retired,married,primary,no,235,no,yes,cellular,21,nov,353,2,113,5,failure,no,11
22281,42,management,single,secondary,no,1064,yes,no,cellular,31,jul,14,35,-1,0,unknown,no,7
22282,51,services,married,secondary,no,7,yes,no,cellular,31,jul,8,30,-1,0,unknown,no,7
22283,43,admin.,married,secondary,no,5048,no,no,telephone,31,jul,214,3,-1,0,unknown,no,7
22284,56,technician,married,tertiary,yes,-736,no,no,cellular,31,jul,258,8,-1,0,unknown,no,7
22285,47,blue-collar,married,secondary,no,737,no,yes,cellular,31,jul,120,3,-1,0,unknown,no,7
22286,47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,248,5,-1,0,unknown,no,7
22287,37,admin.,married,secondary,no,5132,no,no,cellular,31,jul,536,8,-1,0,unknown,no,7
22288,33,blue-collar,married,primary,no,2064,yes,no,cellular,31,jul,18,15,-1,0,unknown,no,7
22289,35,services,married,secondary,no,377,no,yes,cellular,31,jul,30,13,-1,0,unknown,no,7
22290,39,housemaid,married,secondary,no,315,yes,no,cellular,31,jul,90,13,-1,0,unknown,no,7
22291,54,management,married,tertiary,no,1197,yes,yes,cellular,31,jul,11,5,-1,0,unknown,no,7
22292,43,entrepreneur,married,tertiary,no,1076,no,no,cellular,31,jul,78,23,-1,0,unknown,no,7
22293,45,admin.,single,primary,no,1811,no,no,telephone,31,jul,50,7,-1,0,unknown,no,7
22294,33,blue-collar,married,secondary,no,249,yes,no,cellular,31,jul,61,4,-1,0,unknown,no,7
22295,33,blue-collar,married,secondary,no,249,yes,no,cellular,14,may,7,7,287,4,failure,no,5
22296,41,blue-collar,married,unknown,no,1402,no,no,cellular,31,jul,33,14,-1,0,unknown,no,7
22297,31,technician,married,tertiary,no,1186,no,yes,telephone,31,jul,9,16,-1,0,unknown,no,7
22298,46,management,divorced,tertiary,no,4917,yes,yes,cellular,31,jul,5,2,-1,0,unknown,no,7
22299,42,technician,married,secondary,no,649,yes,no,telephone,31,jul,29,4,-1,0,unknown,no,7
22300,44,services,divorced,secondary,no,12,yes,yes,cellular,31,jul,5,3,-1,0,unknown,no,7
22301,54,management,married,unknown,no,24,no,no,cellular,31,jul,12,10,-1,0,unknown,no,7
22302,49,management,married,tertiary,no,4374,yes,no,cellular,31,jul,68,3,-1,0,unknown,no,7
22303,50,blue-collar,married,secondary,no,9585,yes,no,telephone,31,jul,182,6,-1,0,unknown,no,7
22304,40,admin.,married,secondary,no,341,no,no,cellular,31,jul,1142,5,-1,0,unknown,yes,7
22305,36,management,married,tertiary,no,1594,yes,no,cellular,31,jul,544,5,-1,0,unknown,no,7
22306,50,entrepreneur,married,tertiary,no,52,no,no,cellular,31,jul,22,8,-1,0,unknown,no,7
22314,28,unemployed,married,primary,yes,44,yes,no,cellular,31,jul,6,13,-1,0,unknown,no,7
22315,35,unemployed,single,tertiary,no,2340,no,no,cellular,31,jul,420,9,-1,0,unknown,no,7
22316,32,technician,single,secondary,no,-122,yes,yes,cellular,31,jul,55,17,-1,0,unknown,no,7
22317,41,technician,married,secondary,no,188,no,yes,telephone,31,jul,15,25,-1,0,unknown,no,7
22318,42,admin.,married,secondary,no,247,yes,no,cellular,31,jul,76,5,-1,0,unknown,no,7
22319,58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,1721,5,-1,0,unknown,yes,7
22320,49,blue-collar,married,secondary,no,1060,no,yes,cellular,31,jul,137,6,-1,0,unknown,no,7
22321,26,blue-collar,single,primary,no,36,no,yes,cellular,31,jul,34,32,-1,0,unknown,no,7
22322,56,admin.,married,secondary,no,2796,no,no,telephone,31,jul,39,3,-1,0,unknown,no,7
22325,56,blue-collar,married,primary,no,2163,no,no,telephone,31,jul,31,3,-1,0,unknown,no,7
22326,50,self-employed,married,secondary,no,4440,no,yes,cellular,31,jul,12,3,-1,0,unknown,no,7
22327,26,admin.,single,secondary,no,-14,no,no,cellular,31,jul,9,31,-1,0,unknown,no,7
22328,35,technician,married,secondary,no,-215,no,yes,cellular,31,jul,57,34,-1,0,unknown,no,7
22329,36,blue-collar,married,secondary,no,306,no,no,cellular,31,jul,43,3,-1,0,unknown,no,7
22330,41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown,no,7
22331,33,management,single,tertiary,no,-75,yes,yes,cellular,31,jul,22,8,-1,0,unknown,no,7
22332,48,blue-collar,married,secondary,no,4259,no,no,cellular,31,jul,84,7,-1,0,unknown,no,7
22333,36,blue-collar,married,secondary,no,1550,no,no,cellular,31,jul,17,3,-1,0,unknown,no,7
22334,58,blue-collar,married,secondary,no,-27,no,yes,telephone,31,jul,77,13,-1,0,unknown,no,7
22335,49,services,married,secondary,no,199,yes,no,cellular,31,jul,28,25,-1,0,unknown,no,7
22336,37,blue-collar,married,secondary,no,2066,yes,yes,cellular,31,jul,34,5,-1,0,unknown,no,7
22337,37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,nov,10,7,113,5,failure,no,11
22338,38,management,married,tertiary,no,14190,yes,no,cellular,31,jul,48,3,-1,0,unknown,no,7
22339,56,management,married,tertiary,no,-6,no,no,telephone,31,jul,29,16,-1,0,unknown,no,7
22340,29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,-1,0,unknown,no,7
22341,46,blue-collar,single,primary,no,259,no,yes,cellular,31,jul,652,7,-1,0,unknown,no,7
22342,36,blue-collar,married,unknown,no,-742,yes,yes,cellular,31,jul,110,3,-1,0,unknown,no,7
22343,44,admin.,single,secondary,no,4492,no,yes,cellular,31,jul,19,13,-1,0,unknown,no,7
22344,42,student,married,unknown,no,-7,no,no,telephone,31,jul,41,6,-1,0,unknown,no,7
22345,44,admin.,divorced,secondary,no,611,no,no,cellular,31,jul,6,10,-1,0,unknown,no,7
22346,49,technician,married,secondary,no,8973,no,no,cellular,31,jul,9,10,-1,0,unknown,no,7
22347,34,student,single,secondary,no,188,yes,no,cellular,31,jul,12,5,-1,0,unknown,no,7
22348,26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no,7
22349,28,unemployed,married,secondary,no,-42,yes,yes,cellular,31,jul,143,4,-1,0,unknown,no,7
22350,54,housemaid,married,secondary,no,991,no,no,telephone,31,jul,11,6,-1,0,unknown,no,7
22351,48,unemployed,married,secondary,no,0,no,no,telephone,31,jul,35,11,-1,0,unknown,no,7
22352,48,unemployed,married,secondary,no,0,no,no,cellular,18,aug,195,3,-1,0,unknown,no,8
22353,49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,yes,7
22354,47,admin.,married,secondary,no,-1091,yes,yes,cellular,31,jul,153,4,-1,0,unknown,no,7
22355,50,admin.,married,secondary,no,1138,yes,yes,cellular,31,jul,73,8,-1,0,unknown,no,7
22356,48,unemployed,married,secondary,no,1811,yes,no,telephone,31,jul,135,3,-1,0,unknown,no,7
22357,48,unemployed,married,secondary,no,1811,yes,no,telephone,19,nov,137,4,111,3,failure,no,11
22358,38,admin.,married,secondary,no,47,yes,yes,cellular,31,jul,50,11,-1,0,unknown,no,7
22359,57,retired,single,unknown,no,411,no,yes,cellular,31,jul,45,29,-1,0,unknown,no,7
22360,28,blue-collar,married,secondary,no,144,yes,yes,cellular,31,jul,7,22,-1,0,unknown,no,7
22361,37,services,married,secondary,no,102,yes,no,cellular,31,jul,107,3,-1,0,unknown,no,7
22362,26,admin.,single,tertiary,no,2053,no,no,cellular,31,jul,127,4,-1,0,unknown,no,7
22363,39,admin.,divorced,secondary,no,-328,no,yes,cellular,31,jul,16,27,-1,0,unknown,no,7
22364,50,unemployed,married,secondary,no,297,yes,no,cellular,31,jul,29,10,-1,0,unknown,no,7
22365,50,unemployed,single,secondary,no,588,no,no,cellular,31,jul,649,3,-1,0,unknown,no,7
22366,58,admin.,married,secondary,no,6878,no,no,cellular,4,aug,148,1,-1,0,unknown,no,8
22367,51,technician,divorced,secondary,no,1063,no,yes,cellular,4,aug,78,1,-1,0,unknown,no,8
22368,56,services,married,tertiary,no,3480,no,no,cellular,4,aug,124,1,-1,0,unknown,no,8
22373,32,management,married,tertiary,no,1570,no,no,cellular,4,aug,156,1,-1,0,unknown,no,8
22374,36,management,married,tertiary,no,3007,yes,no,cellular,4,aug,160,1,-1,0,unknown,no,8
22375,53,technician,divorced,secondary,yes,-63,no,yes,cellular,4,aug,531,1,-1,0,unknown,no,8
22376,45,management,married,secondary,no,1098,no,no,cellular,4,aug,75,1,-1,0,unknown,no,8
22377,41,management,married,tertiary,no,3348,no,no,cellular,4,aug,74,1,-1,0,unknown,no,8
22378,41,management,married,tertiary,no,1254,no,no,cellular,4,aug,272,1,-1,0,unknown,no,8
22379,30,self-employed,single,tertiary,no,663,no,no,cellular,4,aug,222,1,-1,0,unknown,no,8
22380,35,housemaid,married,tertiary,no,303,no,no,cellular,4,aug,311,1,-1,0,unknown,no,8
22381,52,management,married,tertiary,no,1415,no,no,cellular,4,aug,163,1,-1,0,unknown,no,8
22382,36,management,married,tertiary,no,0,no,yes,cellular,4,aug,89,1,-1,0,unknown,no,8
22383,40,management,married,tertiary,no,1213,no,no,cellular,4,aug,53,1,-1,0,unknown,no,8
22400,49,technician,married,secondary,no,324,no,no,cellular,4,aug,227,1,-1,0,unknown,no,8
22401,45,technician,married,secondary,no,2433,no,no,cellular,4,aug,81,1,-1,0,unknown,no,8
22402,53,admin.,married,secondary,no,769,no,no,cellular,4,aug,59,1,-1,0,unknown,no,8
22403,31,technician,married,secondary,no,6699,no,no,cellular,4,aug,436,1,-1,0,unknown,no,8
22404,50,unknown,married,unknown,no,1533,no,no,cellular,4,aug,157,1,-1,0,unknown,no,8
22405,45,management,divorced,secondary,no,1950,no,no,cellular,4,aug,498,1,-1,0,unknown,no,8
22410,51,management,married,tertiary,no,1700,no,no,cellular,4,aug,147,1,-1,0,unknown,no,8
22411,38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,unknown,yes,8
22412,52,unknown,married,unknown,no,1571,no,no,cellular,4,aug,164,1,-1,0,unknown,no,8
22413,57,admin.,married,primary,no,6997,no,no,cellular,4,aug,117,1,-1,0,unknown,no,8
22414,50,technician,divorced,secondary,no,1591,no,no,cellular,4,aug,209,1,-1,0,unknown,no,8
22415,60,retired,married,secondary,no,5207,no,no,cellular,4,aug,160,1,-1,0,unknown,no,8
22416,35,technician,single,tertiary,no,211,no,no,cellular,4,aug,53,1,-1,0,unknown,no,8
22417,46,management,married,secondary,no,231,no,yes,cellular,4,aug,243,1,-1,0,unknown,no,8
22418,48,technician,divorced,tertiary,no,907,no,yes,cellular,4,aug,103,1,-1,0,unknown,no,8
22419,52,blue-collar,married,unknown,no,742,no,no,cellular,4,aug,629,1,-1,0,unknown,no,8
22420,43,management,divorced,tertiary,no,36,no,no,cellular,4,aug,79,1,-1,0,unknown,no,8
22421,43,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,no,2
22422,43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118,1,102,2,failure,no,5
22423,42,technician,married,tertiary,no,1619,no,no,cellular,4,aug,148,1,-1,0,unknown,no,8
22424,48,admin.,married,secondary,no,2262,no,no,cellular,4,aug,70,1,-1,0,unknown,no,8
22425,50,management,married,tertiary,yes,37,no,no,cellular,4,aug,869,1,-1,0,unknown,no,8
22426,55,self-employed,married,secondary,no,181,no,no,cellular,4,aug,68,1,-1,0,unknown,no,8
22430,36,technician,married,secondary,no,432,yes,yes,unknown,4,aug,94,1,-1,0,unknown,no,8
22431,31,technician,single,tertiary,no,387,no,no,cellular,4,aug,149,1,-1,0,unknown,no,8
22432,52,blue-collar,married,secondary,no,-397,no,yes,cellular,4,aug,151,1,-1,0,unknown,no,8
22433,42,management,married,tertiary,no,255,no,no,cellular,4,aug,302,2,-1,0,unknown,no,8
22434,45,blue-collar,married,unknown,no,0,no,no,cellular,4,aug,408,1,-1,0,unknown,no,8
22435,56,blue-collar,married,primary,no,136,no,no,cellular,4,aug,270,1,-1,0,unknown,no,8
22436,31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139,1,-1,0,unknown,no,8
22437,35,technician,divorced,secondary,no,-281,no,no,cellular,4,aug,148,1,-1,0,unknown,no,8
22438,46,blue-collar,married,primary,no,783,yes,no,cellular,4,aug,73,1,-1,0,unknown,no,8
22439,53,management,married,tertiary,no,1313,no,no,cellular,4,aug,136,2,-1,0,unknown,no,8
22440,49,technician,married,secondary,no,3410,no,no,unknown,4,aug,130,1,-1,0,unknown,no,8
22441,45,blue-collar,married,primary,no,15515,no,no,cellular,4,aug,167,2,-1,0,unknown,no,8
22442,40,management,married,tertiary,no,9221,no,no,cellular,4,aug,252,1,-1,0,unknown,no,8
22443,49,blue-collar,married,secondary,no,3348,no,no,cellular,4,aug,144,1,-1,0,unknown,no,8
22444,46,blue-collar,married,primary,no,1303,no,no,cellular,4,aug,174,1,-1,0,unknown,no,8
22445,49,services,married,secondary,no,3554,no,no,cellular,4,aug,39,1,-1,0,unknown,no,8
22446,57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,no,8
22447,37,management,married,tertiary,no,355,no,no,cellular,4,aug,340,1,-1,0,unknown,no,8
22448,49,management,divorced,tertiary,no,5223,no,no,cellular,4,aug,86,1,-1,0,unknown,no,8
22449,30,technician,single,tertiary,no,97,no,no,cellular,4,aug,417,1,-1,0,unknown,no,8
22450,34,unknown,married,unknown,no,164,no,no,cellular,4,aug,119,2,-1,0,unknown,no,8
22451,51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,yes,8
22452,55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,unknown,no,8
22453,51,blue-collar,married,primary,no,1543,no,no,cellular,4,aug,121,2,-1,0,unknown,no,8
22454,55,self-employed,married,secondary,no,4493,no,no,cellular,4,aug,272,1,-1,0,unknown,no,8
22455,52,management,married,tertiary,no,193,no,no,cellular,4,aug,145,1,-1,0,unknown,no,8
22456,52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes,4
22457,30,management,single,tertiary,no,1673,no,no,cellular,4,aug,200,1,-1,0,unknown,no,8
22458,46,unknown,married,unknown,no,0,no,no,cellular,4,aug,343,1,-1,0,unknown,no,8
22459,45,self-employed,married,secondary,no,1051,no,no,cellular,4,aug,96,1,-1,0,unknown,no,8
22460,58,retired,married,unknown,no,928,no,no,telephone,4,aug,152,2,-1,0,unknown,no,8
22461,49,blue-collar,married,primary,no,364,no,no,cellular,4,aug,134,1,-1,0,unknown,no,8
22466,35,management,single,tertiary,no,837,no,no,cellular,4,aug,329,1,-1,0,unknown,no,8
22467,30,management,single,tertiary,no,835,yes,no,cellular,4,aug,81,1,-1,0,unknown,no,8
22468,48,unemployed,married,secondary,no,1218,no,no,cellular,4,aug,198,1,-1,0,unknown,no,8
22469,41,management,divorced,tertiary,no,934,no,no,cellular,4,aug,93,1,-1,0,unknown,no,8
22470,33,technician,single,secondary,no,116,no,yes,cellular,4,aug,307,1,-1,0,unknown,no,8
22471,60,technician,married,secondary,no,914,no,no,unknown,4,aug,64,1,-1,0,unknown,no,8
22472,55,technician,married,secondary,no,2437,no,no,cellular,4,aug,138,1,-1,0,unknown,no,8
22473,38,management,married,tertiary,no,691,yes,yes,cellular,4,aug,79,1,-1,0,unknown,no,8
22474,57,blue-collar,married,secondary,no,166,no,no,cellular,4,aug,58,1,-1,0,unknown,no,8
22475,57,admin.,married,secondary,no,999,no,no,cellular,4,aug,68,1,-1,0,unknown,no,8
22476,47,services,married,primary,no,0,yes,no,cellular,4,aug,226,1,-1,0,unknown,no,8
22477,45,unemployed,married,primary,no,2,no,no,cellular,4,aug,413,1,-1,0,unknown,no,8
